x,y
-2.1712842494844,1.32762340743719
-1.29234791716856,3.49848045938625
-2.27248633981193,0.632001167401921
2.44096959685193,1.43245831936373
4.93582010396244,10.5320272035722
7.6942512769574,4.13653377569535
7.54285251435004,7.03872898404117
4.31682981707351,10.6907562009956
5.15299670096842,7.5991465728017
20.8111274476472,5.93391678120379
9.81055511132474,13.3343171244479
10.8736002637217,13.32912144129
19.6928340532955,12.8504821622203
14.0385314477855,22.9357795689236
13.1218991113557,15.2664848958071
18.7772493034639,13.9737709001016
20.3680568492218,19.2076639884102
16.2119099078314,17.5727139331982
21.5496473861001,22.1972356507403
18.440083979525,18.0606031845988
23.9049709362465,23.0083655800844
26.6235361670052,21.0547950274143
23.2042884363858,18.4232091369224
26.752987007958,29.0083378135421
24.975891111948,20.3102296136752
29.7748845966088,27.7800640665709
21.3683988660015,24.161865169804
23.1242811416735,31.9749362103481
25.8281188962906,30.7316305536873
20.9092435433735,28.9104064036338
28.3378058253465,32.831468983691
27.1944778405887,29.7913130013031
37.0076757362206,28.0645307377073
38.0085058702495,37.1018844420344
39.7181863339538,36.487363813975
31.1143852296334,43.7733162374621
40.881485060697,33.1175386619872
39.0393503343011,32.2589693557849
39.4337010281391,44.4936434972253
40.0456738897045,39.8486419486964
44.2416002222527,42.310617318693
48.9252639771013,46.3182809821243
36.5990369635019,28.5045478372777
44.8701188406593,42.2025131607381
38.0017666302528,42.3094263644772
36.9772574073088,54.5860512654968
51.5700194192453,46.8610253206649
45.5930592046615,48.8357101248991
49.1859140929788,50.5655237893054
50.0888141193951,41.390724141443
54.0123517608089,49.5428729825145
54.7496096830168,45.5261316851148
53.6890157518832,51.4498072593942
51.8917596492461,52.696698536143
58.5965995694329,65.1946600746737
61.1084124777043,60.51573153375
50.6763636838078,59.1099418265653
57.0625466674606,56.879333241562
55.0690532512514,56.0550021510838
58.986862188978,64.5995535722302
57.3274521247993,59.490734653928
71.3965489474744,58.8979035089279
65.8142561461338,74.2594307493722
60.5317826108203,62.3866434444522
70.585068161079,55.285576951751
63.1850839377013,73.4172172802754
65.3063194837702,61.7984700082504
66.0928995313245,71.5587118687971
68.1854914378079,58.7638867358476
77.9507956875325,76.1144241731646
61.0705173494698,68.8705547050517
78.088641090653,67.8804799089352
83.1968974613781,71.1474061940875
80.4193596824369,76.3989969301227
85.2927971843138,70.871773165051
71.3840221956924,77.4493893573349
79.7483062012955,72.5124160146814
72.2276342212767,78.6481130783319
77.6521062782133,82.2095798283008
76.2229680109916,81.7583268543322
82.6435146822928,67.2552094487377
84.3517287489639,82.3965149499353
67.5816894206894,83.9801584413182
87.9800763184639,79.7339163509366
92.4140191121741,89.8958708412657
85.8689913208828,79.5431645124278
90.2138933092972,95.1307393750764
83.1060489007473,89.5875777176235
90.3988811956876,94.6685521416628
86.1231337394452,81.687228386276
89.5498660430925,97.2738608096197
94.9099359124509,97.9122142789304
100.250364293708,95.5402502650393
98.1664465094252,97.6979005417905
92.5383604548676,97.7326613484277
94.8634028909698,91.9817626887625
103.412450510296,97.9883996510018
93.1818862601136,87.0931726738074
94.7563252967746,92.604290868535
101.667886997736,101.117381117842
