x,y
-2.53600346036142,208.568373624185
6.52605429980481,193.870588809919
2.24326890191582,206.002322665254
1.77406117453078,193.838795862847
6.44497528634176,200.080183145331
-0.43126165496696,191.241421675274
0.024220604845409,197.734481763865
7.67828786848191,199.685796028272
6.43000221090232,185.9149328661
6.07394342855661,192.567332834949
9.76023179133566,190.505040407615
7.27081038419561,183.733956729274
18.7362037481908,185.67282953882
17.9812454627258,182.330638406565
13.4992170740471,181.43790275215
22.9492068806811,182.054853552044
14.8851962312083,189.226405025102
16.6404247518144,181.85383120142
16.9757293384817,186.349177197643
16.6381218742332,180.246041890654
20.4780224705998,179.711782547211
24.3195137046414,177.584627186916
26.4756056214315,175.388781153334
27.4663073884606,177.731748659389
23.4290490668185,180.116762503283
32.1054817106878,167.364532848259
23.4965757899261,171.918160810312
27.7993510211962,179.291082608666
15.691857501788,175.213724078648
35.324040071823,179.716586261778
34.4196752467857,166.900812013771
33.4254775690331,164.448435917433
33.4349318160709,157.235800187451
31.6169342569002,171.513160346363
34.1057244384679,159.204092171274
32.6396722366806,172.624058494174
28.107661403362,160.993545551174
46.1190299033261,160.42362263949
38.9058355634094,165.161370300631
35.0874362554759,158.325721080237
37.2882205988704,165.388997163174
36.8340499601928,161.264432152682
44.6671259497334,162.992910410553
54.1056374000618,155.375066898795
48.0056155750248,159.260115892826
51.8426798621975,149.340128837507
39.9192452533607,154.009970564679
51.8206190475137,153.347780045198
49.0664026310056,150.657339518945
48.5409061463056,160.92135736174
46.5441048238309,149.593207379861
52.6967580265923,145.974493656174
50.0544887060571,153.923076182693
34.7685725558169,144.777409260272
57.9556452303241,143.766418865261
54.2530703776248,144.061444491286
52.6568198126044,144.087932901867
59.6800076163832,139.66250404075
63.5956658062622,140.523531594599
54.5675412639983,133.270780155807
57.9404381598168,140.815699072201
57.0145979668288,137.608741525325
53.1495073878198,135.158286697325
68.8977603000058,139.221867953553
61.7857118410562,132.350386592203
64.2763290433315,144.282344031678
77.0134708886295,126.759943052511
61.6702841715406,138.945038761473
63.9044862779759,129.481275507923
68.029963430183,135.793060087489
67.5467167567045,131.308496362914
77.3062305726809,128.018025083593
67.4150412385219,129.044937193509
71.1458084531536,124.351942821995
74.8760897740306,121.273560498133
71.501032554973,115.714626047496
75.427669977288,123.628591434333
73.7228763962721,123.87328824656
79.1398774644164,115.326453714976
74.7145360238692,125.90497504939
78.263474094039,122.348558141437
80.7041817747466,123.116816248025
85.3552859231799,118.267803446981
88.8568720200504,117.715463765744
77.5742199562159,116.306697945477
89.9294717454903,110.913683308142
94.0154278937392,113.906311531816
95.2983798589905,110.547446669087
82.1248204789504,118.728864891715
90.2899094952952,106.425621616951
85.8524953482905,110.245760631714
89.3948803075135,110.562567928925
105.168926694193,99.3877000438048
89.6460057334664,108.884687897086
95.3183590372285,104.717894677659
97.2873097641993,100.036806546057
100.092704802476,105.996353499846
99.5816460380354,91.5342607507783
95.6563254693344,103.635087206993
97.2906553914163,99.5447375673061
